hangul,consonant,unicode,hanja
"농,롱",,074cf,瓏
"농,롱",,07931,礱
"농,롱",,07c60,籠
"농,롱",,0807e,聾
"농,롱",,08622,蘢
"농,롱",,096b4,隴
"뇌,뢰",,05121,儡
"뇌,뢰",,06502,攂
"뇌,뢰",,07028,瀨
"뇌,뢰",,07262,牢
"뇌,뢰",,078ca,磊
"뇌,뢰",,0790c,礌
"뇌,뢰",,07927,礧
"뇌,뢰",,07c5f,籟
"뇌,뢰",,07e87,纇
"뇌,뢰",,07f4d,罍
"뇌,뢰",,08012,耒
"뇌,뢰",,0857e,蕾
"뇌,뢰",,08a84,誄
"뇌,뢰",,08cc2,賂
"뇌,뢰",,08cda,賚
"뇌,뢰",,08cf4,賴
"뇌,뢰",,09179,酹
"뇌,뢰",,096f7,雷
"뇌,뢰",,0983c,頼
"료,요",,04e86,了
"료,요",,050da,僚
"료,요",,05639,嘹
"료,요",,05afd,嫽
"료,요",,05bee,寮
"료,요",,05ed6,廖
"료,요",,064a9,撩
"료,요",,06599,料
"료,요",,066b8,暸
"료,류",,06f3b,漻
"노,로,료,요",,06f66,潦
료,ㄹ,07093,炓
"료,요",,071ce,燎
"료,요",,07360,獠
"료,요",,07642,療
"료,요",,077ad,瞭
"료,요",,07e5a,繚
"료,요",,0804a,聊
"료,요",,0818b,膋
"료,요",,084fc,蓼
"료,요",,0907c,遼
료,ㄹ,0911d,鄝
"료,요",,091aa,醪
"료,요",,09410,鐐
"료,요",,098c2,飂
"료,요",,098c9,飉
"료,요",,a0148,򠅈
"룡,용",,05fbf,徿
"룡,용",,07adc,竜
"룡,용",,09f8d,龍
"룡,용",,09f92,龒
"누,루",,050c2,僂
"누,루",,0560d,嘍
"누,루",,058d8,壘
"누,루",,05a41,婁
"누,루",,05c62,屢
"누,루",,05d81,嶁
"누,루",,0617a,慺
"누,루",,0645f,摟
"누,루",,06a13,樓
"누,루",,06dda,淚
루,ㄹ,06f0a,漊
"누,루",,06f0f,漏
루,ㄹ,06f2f,漯
"누,루",,071a1,熡
"누,루",,0763b,瘻
"누,루",,07d2f,累
"누,루",,07e37,縷
"누,루",,0802c,耬
"누,루",,0851e,蔞
"누,루",,087bb,螻
"누,루",,08938,褸
루,ㄹ,08b31,謱
"누,루",,093e4,鏤
"누,루",,0964b,陋
"누,루",,09acf,髏
"누,루",,a0149,򠅉
"류,유",,05289,劉
"류,유",,061f0,懰
"류,유",,065d2,旒
"류,유",,067f3,柳
"류,유",,069b4,榴
"류,유",,06a4a,橊
"류,유",,06d41,流
"류,유",,06e9c,溜
"료,류",,06f3b,漻
"류,유",,0700f,瀏
"류,유",,07409,琉
"류,유",,07460,瑠
류,ㄹ,0746c,瑬
"류,유",,07559,留
"류,유",,07624,瘤
"류,유",,0786b,硫
"류,유",,07e32,縲
"류,유",,07e8d,纍
"류,유",,08b2c,謬
"류,유",,0905b,遛
"류,유",,0925a,鉚
"류,유",,0938f,鎏
"류,유",,093d0,鏐
"류,유",,0985e,類
"류,유",,09db9,鶹
"륙,육",,0516d,六
"륙,육",,052e0,勠
"륙,육",,0622e,戮
"륙,육",,09678,陸
"륜,윤",,04f96,侖
"륜,윤",,0502b,倫
"륜,윤",,05707,圇
"륜,윤",,05d18,崘
"륜,윤",,05d19,崙
"론,륜,윤",,06384,掄
"륜,윤",,068c6,棆
"륜,윤",,06dea,淪
"륜,윤",,07db8,綸
"륜,윤",,08e1a,踚
"륜,윤",,08f2a,輪
"륜,윤",,09300,錀
"률,율",,03580,㖀
률,ㄹ,037f3,㟳
"률,율",,05d42,嵂
"률,율",,05f8b,律
"률,율",,06144,慄
"률,율",,06817,栗
"률,율",,06ea7,溧
"률,솔,율",,07387,率
"률,율",,0746e,瑮
"률,율",,25832,𥠲
륭,ㄹ,03995,㦕
"륭,융",,07643,癃
"륭,융",,07abf,窿
"륭,융",,09686,隆
"늑,륵",,052d2,勒
"늑,륵",,05fc7,忇
"늑,륵",,06cd0,泐
륵,ㄹ,0738f,玏
"늑,륵",,0808b,肋
"늠,름",,051db,凛
"늠,름",,051dc,凜
"늠,름",,05ee9,廩
름,ㄹ,061cd,懍
"늠,름",,06f9f,澟
"늠,름",,083fb,菻
"늠,름",,a02d7,򠋗
"능,릉",,05030,倰
"능,릉",,051cc,凌
"능,릉",,0695e,楞
"능,릉",,07a1c,稜
"능,릉",,07dbe,綾
"능,릉",,083f1,菱
"능,릉",,08506,蔆
"능,릉",,09675,陵
"능,릉",,a014a,򠅊
"능,릉",,a024e,򠉎
"리,이",,04fd0,俐
"리,이",,04fda,俚
"리,이",,05229,利
"리,이",,0527a,剺
"리,이",,05398,厘
"리,이",,0540f,吏
"리,이",,054e9,哩
"리,이",,0550e,唎
리,ㄹ,05a0c,娌
"리,이",,05ae0,嫠
"려,리",,05b4b,孋
"리,이",,05c65,履
"리,이",,060a7,悧
"리,이",,0645b,摛
리,ㄹ,06521,攡
"리,이",,0674e,李
"리,이",,068a8,梨
"리,이",,06d6c,浬
"리,이",,06d96,涖
"리,이",,06f13,漓
"라,리",,07055,灕
"리,이",,07281,犁
"리,이",,07282,犂
"리,이",,072f8,狸
"리,이",,07406,理
"리,이",,07483,璃
"리,이",,075e2,痢
"리,이",,079bb,离
"리,이",,07c6c,籬
"리,이",,07f79,罹
"리,이",,07fb8,羸
"리,이",,08385,莅
"리,이",,08389,莉
"리,이",,0870a,蜊
"리,이",,087ad,螭
"리,이",,088cf,裏
"리,이",,088e1,裡
"리,이",,08c8d,貍
"리,이",,09090,邐
"리,이",,091cc,里
"리,이",,091d0,釐
"리,이",,096e2,離
"리,이",,09b51,魑
"리,이",,09bc9,鯉
리,ㄹ,09e1d,鸝
"리,이",,09ed0,黐
"리,이",,22ee0,𢻠
"리,이",,a014b,򠅋
"리,이",,a02c0,򠋀
"린,인",,045f2,䗲
"린,인",,0541d,吝
"린,인",,05d99,嶙
"린,인",,0608b,悋
"린,인",,0649b,撛
"린,인",,065b4,斴
린,ㄹ,066bd,暽
"린,인",,06a49,橉
"린,인",,06f7e,潾
"린,인",,0711b,焛
"린,인",,071d0,燐
"린,인",,0735c,獜
"린,인",,07498,璘
린,ㄹ,077b5,瞵
"린,인",,078f7,磷
"린,인",,07ca6,粦
"린,인",,07cbc,粼
"린,인",,07e57,繗
"린,인",,085fa,藺
"린,인",,08e99,躙
"린,인",,08eaa,躪
"린,인",,08f54,轔
"린,인",,09130,鄰
"린,인",,093fb,鏻
린,ㄹ,095b5,閵
"린,인",,096a3,隣
"린,인",,09a4e,驎
"린,인",,09c57,鱗
"린,인",,09e9f,麟
"린,인",,2a2ad,𪊭
"린,인",,a014c,򠅌
"린,인",,a014d,򠅍
"림,임",,0667d,晽
"림,임",,06797,林
"림,임,침",,068fd,棽
"림,임",,06dcb,淋
"감,림,임",,073aa,玪
"림,임",,07433,琳
"림,임",,075f3,痳
"림,임",,07884,碄
"림,임",,081e8,臨
"림,임",,09716,霖
"립,입",,05ca6,岦
"립,입",,0782c,砬
"립,입",,07acb,立
"립,입",,07b20,笠
"립,입",,07c92,粒
마,ㅁ,05298,劘
마,ㅁ,05abd,媽
마,ㅁ,06469,摩
마,ㅁ,0746a,瑪
마,ㅁ,075f2,痲
마,ㅁ,078bc,碼
마,ㅁ,078e8,磨
마,ㅁ,0879e,螞
마,ㅁ,087c7,蟇
마,ㅁ,099ac,馬
마,ㅁ,09b54,魔
마,ㅁ,09ebb,麻
마,ㅁ,09ebd,麽
막,ㅁ,05bde,寞
막,ㅁ,05e55,幕
막,ㅁ,06f20,漠
막,ㅁ,07799,瞙
막,ㅁ,0819c,膜
막,ㅁ,083ab,莫
막,ㅁ,09088,邈
막,ㅁ,093cc,鏌
막,ㅁ,a014e,򠅎
막,ㅁ,a014f,򠅏
막,ㅁ,a0150,򠅐
막,ㅁ,a0213,򠈓
막,ㅁ,a0219,򠈙
만,ㅁ,042a1,䊡
만,ㅁ,04e07,万
만,ㅁ,0534d,卍
만,ㅁ,05881,墁
만,ㅁ,05a29,娩
만,ㅁ,05ada,嫚
만,ㅁ,05dd2,巒
만,ㅁ,05e54,幔
만,ㅁ,05f4e,彎
만,ㅁ,06162,慢
만,ㅁ,0633d,挽
만,ㅁ,0665a,晚
만,ㅁ,066fc,曼
만,ㅁ,069fe,槾
만,ㅁ,06a20,樠
만,ㅁ,06eff,滿
만,ㅁ,06f2b,漫
만,ㅁ,07063,灣
만,ㅁ,0774c,睌
만,ㅁ,0779e,瞞
만,ㅁ,07e35,縵
만,ㅁ,08115,脕
만,ㅁ,0842c,萬
만,ㅁ,08513,蔓
만,ㅁ,0883b,蠻
만,ㅁ,08b3e,謾
만,ㅁ,08e63,蹣
만,ㅁ,08f13,輓
만,ㅁ,09124,鄤
만,ㅁ,093cb,鏋
만,ㅁ,093dd,鏝
만,ㅁ,09945,饅
만,ㅁ,09b18,鬘
만,ㅁ,09c3b,鰻
만,ㅁ,a0151,򠅑
만,ㅁ,a0152,򠅒
말,ㅁ,0551c,唜
말,ㅁ,059ba,妺
말,ㅁ,05e15,帕
말,ㅁ,062b9,抹
말,ㅁ,0672b,末
말,ㅁ,06cab,沫
말,ㅁ,079e3,秣
말,ㅁ,08309,茉
말,ㅁ,0896a,襪
말,ㅁ,0977a,靺
말,ㅁ,a0153,򠅓
말,ㅁ,a0154,򠅔
망,ㅁ,04ea1,亡
망,ㅁ,05984,妄
망,ㅁ,05fd8,忘
망,ㅁ,05fd9,忙
망,ㅁ,060d8,惘
망,ㅁ,0671b,望
망,ㅁ,06722,朢
망,ㅁ,06c52,汒
망,ㅁ,06f2d,漭
망,ㅁ,07db2,網
망,ㅁ,07f54,罔
망,ㅁ,08292,芒
망,ㅁ,0832b,茫
망,ㅁ,083bd,莽
망,ㅁ,08f1e,輞
망,ㅁ,09099,邙
망,ㅁ,09b4d,魍
망,ㅁ,a0155,򠅕
망,ㅁ,a0156,򠅖
망,ㅁ,a01df,򠇟
망,ㅁ,a0253,򠉓
망,ㅁ,a025b,򠉛
매,ㅁ,052f1,勱
매,ㅁ,05446,呆
매,ㅁ,057cb,埋
매,ㅁ,059b9,妹
매,ㅁ,05a92,媒
매,ㅁ,05bd0,寐
매,ㅁ,06627,昧
매,ㅁ,0679a,枚
매,ㅁ,06885,梅
매,ㅁ,06973,楳
매,ㅁ,06bcf,每
매,ㅁ,06cac,沬
매,ㅁ,07164,煤
매,ㅁ,073ab,玫
매,ㅁ,0771b,眛
매,ㅁ,07f75,罵
매,ㅁ,082fa,苺
매,ㅁ,08393,莓
매,ㅁ,08cb7,買
매,ㅁ,08ce3,賣
매,ㅁ,09081,邁
매,ㅁ,09176,酶
매,ㅁ,09709,霉
매,ㅁ,09b45,魅
매,ㅁ,a0157,򠅗
매,ㅁ,a0243,򠉃
맥,ㅁ,08108,脈
맥,ㅁ,08c83,貃
맥,ㅁ,08c8a,貊
맥,ㅁ,08c98,貘
맥,ㅁ,0964c,陌
맥,ㅁ,09a40,驀
맥,ㅁ,09ea5,麥
맥,ㅁ,a0158,򠅘
맹,ㅁ,05b5f,孟
맹,ㅁ,06c13,氓
맹,ㅁ,0731b,猛
맹,ㅁ,0750d,甍
맹,ㅁ,0753f,甿
맹,ㅁ,076df,盟
맹,ㅁ,076f2,盲
맹,ㅁ,0840c,萌
맹,ㅁ,0867b,虻
맹,ㅁ,a0159,򠅙
멱,ㅁ,051aa,冪
멱,ㅁ,05e4e,幎
멱,ㅁ,08993,覓
멱,ㅁ,a021a,򠈚
면,ㅁ,046f2,䛲
면,ㅁ,04fdb,俛
면,ㅁ,0514d,免
면,ㅁ,052c9,勉
면,ㅁ,06110,愐
면,ㅁ,068c9,棉
면,ㅁ,06c94,沔
면,ㅁ,06e4e,湎
면,ㅁ,07704,眄
"면,민",,07720,眠
면,ㅁ,07dbf,綿
면,ㅁ,07ddc,緜
면,ㅁ,07dec,緬
면,ㅁ,08442,葂
면,ㅁ,09762,面
면,ㅁ,09eaa,麪
면,ㅁ,09eb5,麵
면,ㅁ,a02df,򠋟
면,ㅁ,f1cd6,󱳖
멸,ㅁ,06ec5,滅
멸,ㅁ,07bfe,篾
멸,ㅁ,08511,蔑
멸,ㅁ,0884a,衊
멸,ㅁ,a015a,򠅚
명,ㅁ,04cdf,䳟
명,ㅁ,051a5,冥
명,ㅁ,0540d,名
명,ㅁ,0547d,命
명,ㅁ,0614f,慏
명,ㅁ,0660e,明
명,ㅁ,0669d,暝
명,ㅁ,06927,椧
명,ㅁ,06d3a,洺
명,ㅁ,06e9f,溟
명,ㅁ,07190,熐
명,ㅁ,076bf,皿
명,ㅁ,07700,眀
명,ㅁ,07791,瞑
명,ㅁ,08317,茗
명,ㅁ,084c2,蓂
명,ㅁ,0879f,螟
명,ㅁ,08a7a,詺
명,ㅁ,0910d,鄍
명,ㅁ,09169,酩
명,ㅁ,09298,銘
명,ㅁ,09cf4,鳴
명,ㅁ,a015b,򠅛
명,ㅁ,a015c,򠅜
몌,ㅁ,08882,袂
모,ㅁ,04f94,侔
모,ㅁ,04fae,侮
모,ㅁ,05192,冒
모,ㅁ,052df,募
모,ㅁ,059c6,姆
모,ㅁ,059e5,姥
모,ㅁ,05aa2,媢
모,ㅁ,05aeb,嫫
모,ㅁ,05e3d,帽
모,ㅁ,06048,恈
모,ㅁ,06154,慔
모,ㅁ,06155,慕
모,ㅁ,06478,摸
모,ㅁ,06479,摹
모,ㅁ,065c4,旄
모,ㅁ,066ae,暮
모,ㅁ,067d0,某
모,ㅁ,06a21,模
"모,무",,06a45,橅
모,ㅁ,06bcd,母
모,ㅁ,06bdb,毛
모,ㅁ,06d20,洠
모,ㅁ,0725f,牟
모,ㅁ,07261,牡
모,ㅁ,07441,瑁
모,ㅁ,07683,皃
모,ㅁ,0770a,眊
모,ㅁ,07738,眸
모,ㅁ,077db,矛
모,ㅁ,08004,耄
모,ㅁ,08017,耗
모,ㅁ,082bc,芼
모,ㅁ,08305,茅
모,ㅁ,08765,蝥
모,ㅁ,087ca,蟊
모,ㅁ,08b00,謀
모,ㅁ,08b28,謨
모,ㅁ,08c8c,貌
모,ㅁ,08ede,軞
모,ㅁ,09ae6,髦
모,ㅁ,a015d,򠅝
모,ㅁ,a015e,򠅞
모,ㅁ,a015f,򠅟
모,ㅁ,a0160,򠅠
모,ㅁ,a0161,򠅡
모,ㅁ,a0162,򠅢
모,ㅁ,a0163,򠅣
모,ㅁ,a0164,򠅤
모,ㅁ,a0165,򠅥
모,ㅁ,a0296,򠊖
목,ㅁ,05776,坶
목,ㅁ,06728,木
목,ㅁ,06c90,沐
목,ㅁ,07091,炑
목,ㅁ,07267,牧
목,ㅁ,076ee,目
목,ㅁ,07766,睦
목,ㅁ,07a46,穆
목,ㅁ,082dc,苜
목,ㅁ,09da9,鶩
몰,ㅁ,06b7f,歿
몰,ㅁ,06c92,沒
몽,ㅁ,04443,䑃
몽,ㅁ,05922,夢
몽,ㅁ,05e6a,幪
몽,ㅁ,061de,懞
몽,ㅁ,066da,曚
몽,ㅁ,06726,朦
몽,ㅁ,06e95,溕
몽,ㅁ,06fdb,濛
몽,ㅁ,077a2,瞢
몽,ㅁ,077c7,矇
몽,ㅁ,08268,艨
몽,ㅁ,08499,蒙
몽,ㅁ,096fa,雺
몽,ㅁ,09e0f,鸏
몽,ㅁ,a0166,򠅦
몽,ㅁ,a0167,򠅧
묘,ㅁ,0536f,卯
묘,ㅁ,05893,墓
묘,ㅁ,05999,妙
묘,ㅁ,05af9,嫹
묘,ㅁ,05edf,廟
묘,ㅁ,063cf,描
묘,ㅁ,06634,昴
묘,ㅁ,06773,杳
묘,ㅁ,06dfc,淼
묘,ㅁ,06e3a,渺
묘,ㅁ,0732b,猫
"묘,무",,0755d,畝
묘,ㅁ,07707,眇
묘,ㅁ,07ad7,竗
묘,ㅁ,082d7,苗
묘,ㅁ,085d0,藐
"묘,초",,08a2c,訬
묘,ㅁ,08c93,貓
묘,ㅁ,09328,錨
묘,ㅁ,a0169,򠅩
묘,ㅁ,a016a,򠅪
묘,ㅁ,a016b,򠅫
묘,ㅁ,a026e,򠉮
묘,ㅁ,a026f,򠉯
무,ㅁ,0511b,儛
무,ㅁ,052d9,務
무,ㅁ,05638,嘸
무,ㅁ,05825,堥
무,ㅁ,05a2c,娬
무,ㅁ,05af5,嫵
무,ㅁ,05deb,巫
무,ㅁ,05ee1,廡
무,ㅁ,061ae,憮
무,ㅁ,061cb,懋
무,ㅁ,0620a,戊
무,ㅁ,062c7,拇
무,ㅁ,064ab,撫
무,ㅁ,065e0,无
무,ㅁ,06959,楙
"모,무",,06a45,橅
무,ㅁ,06a46,橆
무,ㅁ,06b66,武
무,ㅁ,06bcb,毋
무,ㅁ,07121,無
무,ㅁ,073f7,珷
무,ㅁ,07491,璑
"묘,무",,0755d,畝
무,ㅁ,07894,碔
무,ㅁ,07e46,繆
무,ㅁ,081b4,膴
무,ㅁ,0821e,舞
무,ㅁ,08302,茂
무,ㅁ,0856a,蕪
무,ㅁ,08aa3,誣
무,ㅁ,08cbf,貿
무,ㅁ,09727,霧
무,ㅁ,09a16,騖
무,ㅁ,09d61,鵡
무,ㅁ,a016c,򠅬
무,ㅁ,a016d,򠅭
묵,ㅁ,0563f,嘿
묵,ㅁ,058a8,墨
묵,ㅁ,09ed8,默
문,ㅁ,05011,們
문,ㅁ,0520e,刎
문,ㅁ,0543b,吻
문,ㅁ,0554f,問
문,ㅁ,0598f,妏
문,ㅁ,06097,悗
문,ㅁ,061e3,懣
문,ㅁ,06286,抆
문,ㅁ,0636b,捫
문,ㅁ,06587,文
문,ㅁ,06c76,汶
문,ㅁ,07086,炆
"문,윤",,073a7,玧
문,ㅁ,0748a,璊
문,ㅁ,07d0a,紊
문,ㅁ,07d0b,紋
문,ㅁ,0805e,聞
문,ㅁ,082a0,芠
문,ㅁ,0868a,蚊
문,ㅁ,09580,門
문,ㅁ,096ef,雯
물,ㅁ,052ff,勿
물,ㅁ,06c95,沕
물,ㅁ,07269,物
미,ㅁ,03d5f,㵟
미,ㅁ,042db,䋛
미,ㅁ,04358,䍘
미,ㅁ,04eb9,亹
미,ㅁ,04f8e,侎
미,ㅁ,0519e,冞
미,ㅁ,05473,味
미,ㅁ,054aa,咪
미,ㅁ,05833,堳
미,ㅁ,05a13,娓
미,ㅁ,05a84,媄
미,ㅁ,05a9a,媚
미,ㅁ,05aba,媺
미,ㅁ,05c3e,尾
미,ㅁ,05d44,嵄
미,ㅁ,05d4b,嵋
미,ㅁ,05f25,弥
미,ㅁ,05f2d,弭
미,ㅁ,05f4c,彌
미,ㅁ,05fae,微
미,ㅁ,06549,敉
미,ㅁ,0672a,未
미,ㅁ,068b6,梶
미,ㅁ,06963,楣
미,ㅁ,06d23,洣
미,ㅁ,06d58,浘
미,ㅁ,06e33,渳
미,ㅁ,06e3c,渼
미,ㅁ,06e44,湄
미,ㅁ,06ea6,溦
"니,미,이",,06fd4,濔
미,ㅁ,07030,瀰
미,ㅁ,0715d,煝
미,ㅁ,0737c,獼
미,ㅁ,07442,瑂
미,ㅁ,07709,眉
미,ㅁ,07c73,米
미,ㅁ,07cdc,糜
미,ㅁ,07e3b,縻
미,ㅁ,07f8e,美
미,ㅁ,082ff,苿
미,ㅁ,083cb,菋
미,ㅁ,08587,薇
미,ㅁ,0862a,蘪
미,ㅁ,0863c,蘼
미,ㅁ,08b0e,謎
미,ㅁ,08ebe,躾
미,ㅁ,08ff7,迷
미,ㅁ,090ff,郿
미,ㅁ,09761,靡
미,ㅁ,09e8b,麋
미,ㅁ,09ef4,黴
미,ㅁ,25e44,𥹄
미,ㅁ,a016e,򠅮
미,ㅁ,a0227,򠈧
미,ㅁ,a02d8,򠋘
민,ㅁ,040c9,䃉
민,ㅁ,04ab8,䪸
민,ㅁ,050f6,僶
민,ㅁ,05cb7,岷
민,ㅁ,05fde,忞
민,ㅁ,05fdf,忟
민,ㅁ,0600b,怋
민,ㅁ,060b6,悶
민,ㅁ,0610d,愍
민,ㅁ,061ab,憫
민,ㅁ,062bf,抿
민,ㅁ,06543,敃
민,ㅁ,0654f,敏
민,ㅁ,065fb,旻
민,ㅁ,065fc,旼
민,ㅁ,0668b,暋
민,ㅁ,06c11,民
민,ㅁ,06cef,泯
민,ㅁ,06f63,潣
민,ㅁ,0739f,玟
민,ㅁ,073c9,珉
민,ㅁ,07418,琘
민,ㅁ,0741d,琝
민,ㅁ,07449,瑉
민,ㅁ,076ff,盿
"면,민",,07720,眠
민,ㅁ,07807,砇
민,ㅁ,07dcd,緍
민,ㅁ,07de1,緡
민,ㅁ,07f60,罠
민,ㅁ,08117,脗
민,ㅁ,082e0,苠
민,ㅁ,09231,鈱
민,ㅁ,09309,錉
민,ㅁ,09372,鍲
민,ㅁ,09594,閔
민,ㅁ,095a9,閩
민,ㅁ,09c35,鰵
민,ㅁ,09efd,黽
민,ㅁ,29509,𩔉
민,ㅁ,f3450,󳑐
밀,ㅁ,05bc6,密
밀,ㅁ,06a12,樒
밀,ㅁ,06ef5,滵
밀,ㅁ,0871c,蜜
밀,ㅁ,08b10,謐
박,ㅂ,04eb3,亳
박,ㅂ,0525d,剝
박,ㅂ,0535a,博
박,ㅂ,062cd,拍
박,ㅂ,064b2,撲
박,ㅂ,06734,朴
박,ㅂ,06a38,樸
박,ㅂ,06b02,欂
박,ㅂ,06cca,泊
박,ㅂ,07254,牔
"박,백",,073c0,珀
박,ㅂ,0749e,璞
박,ㅂ,07b94,箔
박,ㅂ,07c95,粕
박,ㅂ,07e1b,縛
박,ㅂ,0818a,膊
박,ㅂ,08236,舶
박,ㅂ,08584,薄
박,ㅂ,08feb,迫
박,ㅂ,09251,鉑
박,ㅂ,0939b,鎛
박,ㅂ,0946e,鑮
박,ㅂ,096f9,雹
박,ㅂ,099c1,駁
박,ㅂ,099ee,駮
박,ㅂ,09ac6,髆
박,ㅂ,a016f,򠅯
반,ㅂ,04f34,伴
반,ㅂ,0534a,半
반,ㅂ,053cd,反
반,ㅂ,053db,叛
반,ㅂ,05abb,媻
반,ㅂ,06273,扳
반,ㅂ,062cc,拌
반,ㅂ,0642b,搫
반,ㅂ,0642c,搬
반,ㅂ,06500,攀
반,ㅂ,0653d,攽
반,ㅂ,06591,斑
반,ㅂ,0670c,朌
반,ㅂ,069c3,槃
반,ㅂ,06cee,泮
반,ㅂ,06ebf,溿
반,ㅂ,06f58,潘
반,ㅂ,0700a,瀊
반,ㅂ,073ed,班
반,ㅂ,07554,畔
반,ㅂ,07622,瘢
반,ㅂ,076e4,盤
반,ㅂ,076fc,盼
반,ㅂ,078d0,磐
"반,번",,078fb,磻
반,ㅂ,0792c,礬
반,ㅂ,07d46,絆
반,ㅂ,080d6,胖
반,ㅂ,0822c,般
반,ㅂ,0878c,螌
반,ㅂ,087e0,蟠
"반,빈",,08c73,豳
반,ㅂ,08fd4,返
반,ㅂ,09812,頒
반,ㅂ,09816,頖
반,ㅂ,098ef,飯
발,ㅂ,052c3,勃
발,ㅂ,054f1,哱
발,ㅂ,062d4,拔
발,ㅂ,064a5,撥
발,ㅂ,06d61,浡
발,ㅂ,06e24,渤
발,ㅂ,06f51,潑
"발,별",,070a6,炦
발,ㅂ,0767c,發
발,ㅂ,08116,脖
발,ㅂ,08dcb,跋
발,ㅂ,091b1,醱
발,ㅂ,09238,鈸
발,ㅂ,09262,鉢
발,ㅂ,0999e,馞
발,ㅂ,09aee,髮
발,ㅂ,09b43,魃
발,ㅂ,09d53,鵓
방,ㅂ,04eff,仿
방,ㅂ,05023,倣
방,ㅂ,0508d,傍
방,ㅂ,05396,厖
방,ㅂ,055d9,嗙
방,ㅂ,0574a,坊
방,ㅂ,0585d,塝
방,ㅂ,059a8,妨
방,ㅂ,05c28,尨
방,ㅂ,05e47,幇
방,ㅂ,05e6b,幫
방,ㅂ,05f77,彷
방,ㅂ,05fac,徬
방,ㅂ,0623f,房
방,ㅂ,06412,搒
방,ㅂ,0653e,放
방,ㅂ,065b9,方
방,ㅂ,065c1,旁
방,ㅂ,065ca,旊
방,ㅂ,06609,昉
방,ㅂ,0678b,枋
방,ㅂ,06886,梆
방,ㅂ,0699c,榜
방,ㅂ,06c78,汸
방,ㅂ,06ec2,滂
방,ㅂ,07253,牓
방,ㅂ,073a4,玤
방,ㅂ,078c5,磅
방,ㅂ,07d21,紡
방,ㅂ,080aa,肪
방,ㅂ,08180,膀
방,ㅂ,0822b,舫
방,ㅂ,0823d,舽
방,ㅂ,082b3,芳
방,ㅂ,084a1,蒡
방,ㅂ,0868c,蚌
방,ㅂ,08783,螃
방,ㅂ,08a2a,訪
방,ㅂ,08b17,謗
방,ㅂ,090a6,邦
방,ㅂ,0938a,鎊
방,ㅂ,09632,防
방,ㅂ,09ae3,髣
방,ㅂ,09b74,魴
방,ㅂ,09f90,龐
방,ㅂ,a0170,򠅰
방,ㅂ,a0171,򠅱
배,ㅂ,04512,䔒
배,ㅂ,04fd6,俖
배,ㅂ,04ff3,俳
배,ㅂ,0500d,倍
"배,북",,05317,北
배,ㅂ,0574f,坏
배,ㅂ,057f9,培
배,ㅂ,05f98,徘
배,ㅂ,06252,扒
배,ㅂ,062dc,拜
배,ㅂ,06392,排
배,ㅂ,0676f,杯
배,ㅂ,06e43,湃
배,ㅂ,07119,焙
배,ㅂ,073af,环
배,ㅂ,07432,琲
배,ㅂ,076c3,盃
배,ㅂ,080cc,背
배,ㅂ,080da,胚
배,ㅂ,084d3,蓓
배,ㅂ,088f4,裴
배,ㅂ,088f5,裵
배,ㅂ,08919,褙
"배,패",,08c9d,貝
배,ㅂ,08ce0,賠
배,ㅂ,08f29,輩
배,ㅂ,0914d,配
배,ㅂ,0966a,陪
백,ㅂ,0479f,䞟
백,ㅂ,04f2f,伯
백,ㅂ,04f70,佰
백,ㅂ,05e1b,帛
백,ㅂ,067cf,柏
백,ㅂ,06822,栢
"박,백",,073c0,珀
백,ㅂ,0767d,白
백,ㅂ,0767e,百
백,ㅂ,082e9,苩
백,ㅂ,09b44,魄
백,ㅂ,a0265,򠉥
번,ㅂ,052eb,勫
번,ㅂ,05e61,幡
번,ㅂ,06a0a,樊
번,ㅂ,07169,煩
번,ㅂ,071d4,燔
번,ㅂ,074a0,璠
번,ㅂ,0756a,番
"반,번",,078fb,磻
번,ㅂ,07e41,繁
번,ㅂ,07e59,繙
번,ㅂ,07ffb,翻
번,ㅂ,081b0,膰
번,ㅂ,08543,蕃
번,ㅂ,085e9,藩
번,ㅂ,08629,蘩
번,ㅂ,088a2,袢
번,ㅂ,098dc,飜
번,ㅂ,a0172,򠅲
번,ㅂ,a0173,򠅳
벌,ㅂ,04f10,伐
벌,ㅂ,06a43,橃
벌,ㅂ,07b4f,筏
벌,ㅂ,07f70,罰
벌,ㅂ,07f78,罸
벌,ㅂ,095a5,閥
범,ㅂ,051e1,凡
범,ㅂ,05e06,帆
범,ㅂ,0674b,杋
범,ㅂ,068b5,梵
범,ㅂ,06c3e,氾
범,ㅂ,06c4e,汎
범,ㅂ,06cdb,泛
범,ㅂ,06e22,渢
범,ㅂ,06efc,滼
범,ㅂ,072af,犯
범,ㅂ,07b35,笵
범,ㅂ,07bc4,範
범,ㅂ,08303,范
범,ㅂ,08a09,訉
범,ㅂ,091e9,釩
범,ㅂ,098bf,颿
범,ㅂ,a0174,򠅴
법,ㅂ,06cd5,法
법,ㅂ,0743a,琺
벽,ㅂ,050fb,僻
벽,ㅂ,05288,劈
벽,ㅂ,058c1,壁
벽,ㅂ,064d7,擗
벽,ㅂ,064d8,擘
벽,ㅂ,06a97,檗
벽,ㅂ,074a7,璧
벽,ㅂ,07513,甓
벽,ㅂ,07588,疈
벽,ㅂ,07656,癖
벽,ㅂ,078a7,碧
벽,ㅂ,08617,蘗
벽,ㅂ,0895e,襞
벽,ㅂ,08f9f,辟
