hangul,consonant,unicode,hanja
자,ㅈ,075b5,疵
자,ㅈ,07725,眥
자,ㅈ,07726,眦
자,ㅈ,078c1,磁
자,ㅈ,079c4,秄
자,ㅈ,07c7d,籽
자,ㅈ,07ca2,粢
자,ㅈ,07d2b,紫
자,ㅈ,08005,者
자,ㅈ,08014,耔
자,ㅈ,080fe,胾
자,ㅈ,081ea,自
자,ㅈ,08308,茈
자,ㅈ,08328,茨
자,ㅈ,08332,茲
자,ㅈ,083bf,莿
자,ㅈ,08517,蔗
자,ㅈ,085c9,藉
자,ㅈ,08678,虸
"석,자",,0892f,褯
자,ㅈ,089dc,觜
자,ㅈ,08a3e,訾
자,ㅈ,08aee,諮
자,ㅈ,08cb2,貲
자,ㅈ,08cc7,資
자,ㅈ,08d6d,赭
자,ㅈ,093a1,鎡
자,ㅈ,096cc,雌
자,ㅈ,0983f,頿
자,ㅈ,09aed,髭
자,ㅈ,09b93,鮓
자,ㅈ,09dbf,鶿
자,ㅈ,09dd3,鷓
자,ㅈ,a01c6,򠇆
자,ㅈ,a01c7,򠇇
자,ㅈ,a01c8,򠇈
자,ㅈ,a0242,򠉂
작,ㅈ,04f5c,作
작,ㅈ,052fa,勺
작,ㅈ,056bc,嚼
작,ㅈ,05734,圴
작,ㅈ,059b0,妰
작,ㅈ,05a65,婥
작,ㅈ,05c9d,岝
작,ㅈ,0600d,怍
작,ㅈ,065ab,斫
작,ㅈ,065b1,斱
작,ㅈ,06628,昨
작,ㅈ,067de,柞
작,ㅈ,06c4b,汋
작,ㅈ,0707c,灼
작,ㅈ,070b8,炸
작,ㅈ,0712f,焯
작,ㅈ,07235,爵
작,ㅈ,072b3,犳
작,ㅈ,076ad,皭
작,ㅈ,0788f,碏
작,ㅈ,07dbd,綽
"석,작",,08203,舃
작,ㅈ,0828d,芍
작,ㅈ,0914c,酌
작,ㅈ,096c0,雀
작,ㅈ,09d72,鵲
작,ㅈ,a01c9,򠇉
잔,ㅈ,05257,剗
잔,ㅈ,05b71,孱
잔,ㅈ,068e7,棧
잔,ㅈ,06b98,殘
잔,ㅈ,06f7a,潺
잔,ㅈ,076de,盞
잔,ㅈ,09a4f,驏
잠,ㅈ,05c91,岑
잠,ㅈ,066ab,暫
잠,ㅈ,06d94,涔
잠,ㅈ,06f5b,潛
잠,ㅈ,06f5c,潜
잠,ㅈ,07bb4,箴
잠,ㅈ,07c2a,簪
잠,ㅈ,08836,蠶
잡,ㅈ,05361,卡
잡,ㅈ,056c3,囃
잡,ㅈ,07728,眨
잡,ㅈ,078fc,磼
잡,ㅈ,0894d,襍
잡,ㅈ,096dc,雜
장,ㅈ,04e08,丈
장,ㅈ,04ec9,仉
장,ㅈ,04ed7,仗
장,ㅈ,050bd,傽
장,ㅈ,05320,匠
장,ㅈ,05834,場
장,ㅈ,05887,墇
장,ㅈ,058bb,墻
장,ㅈ,058ee,壮
장,ㅈ,058ef,壯
장,ㅈ,05958,奘
장,ㅈ,0596c,奬
장,ㅈ,0599d,妝
장,ㅈ,05b19,嬙
장,ㅈ,05c06,将
장,ㅈ,05c07,將
장,ㅈ,05d82,嶂
장,ㅈ,05d88,嶈
장,ㅈ,05e33,帳
장,ㅈ,05e84,庄
장,ㅈ,05ee7,廧
장,ㅈ,05f35,張
장,ㅈ,06215,戕
장,ㅈ,0638c,掌
장,ㅈ,066b2,暲
장,ㅈ,06756,杖
장,ㅈ,06a1f,樟
장,ㅈ,06aa3,檣
장,ㅈ,06b0c,欌
장,ㅈ,06f33,漳
장,ㅈ,06f3f,漿
장,ㅈ,07242,牂
장,ㅈ,07246,牆
"상,장",,072c0,狀
장,ㅈ,0734e,獎
장,ㅈ,07350,獐
장,ㅈ,0748b,璋
장,ㅈ,07634,瘴
장,ㅈ,07ae0,章
장,ㅈ,07ca7,粧
장,ㅈ,07cda,糚
장,ㅈ,07f98,羘
장,ㅈ,08178,腸
장,ㅈ,081df,臟
장,ㅈ,081e7,臧
장,ㅈ,0838a,莊
장,ㅈ,08407,萇
장,ㅈ,0846c,葬
장,ㅈ,08523,蔣
장,ㅈ,08594,薔
장,ㅈ,085cf,藏
장,ㅈ,08620,蘠
장,ㅈ,088dd,裝
장,ㅈ,08d13,贓
장,ㅈ,09067,遧
장,ㅈ,09123,鄣
장,ㅈ,091ac,醬
장,ㅈ,093d8,鏘
장,ㅈ,09577,長
장,ㅈ,0969c,障
장,ㅈ,09926,餦
장,ㅈ,09e9e,麞
장,ㅈ,a01ca,򠇊
장,ㅈ,a01cb,򠇋
장,ㅈ,a01cc,򠇌
장,ㅈ,a01cd,򠇍
장,ㅈ,a01ce,򠇎
장,ㅈ,a01cf,򠇏
장,ㅈ,a01d0,򠇐
재,ㅈ,039b3,㦳
재,ㅈ,04ba8,䮨
재,ㅈ,0518d,再
재,ㅈ,054c9,哉
재,ㅈ,05728,在
재,ㅈ,05908,夈
재,ㅈ,05bb0,宰
재,ㅈ,05d3d,崽
재,ㅈ,0624d,才
재,ㅈ,06257,扗
재,ㅈ,0635a,捚
재,ㅈ,06750,材
재,ㅈ,0683d,栽
재,ㅈ,06893,梓
재,ㅈ,0699f,榟
재,ㅈ,06e3d,渽
재,ㅈ,06ea8,溨
재,ㅈ,06ed3,滓
재,ㅈ,0707d,災
재,ㅈ,0707e,灾
재,ㅈ,07e21,縡
재,ㅈ,07e94,纔
재,ㅈ,088c1,裁
재,ㅈ,08ca1,財
재,ㅈ,08cf3,賳
재,ㅈ,08f09,載
재,ㅈ,091ee,釮
재,ㅈ,09f4b,齋
재,ㅈ,09f4e,齎
쟁,ㅈ,05d22,崢
쟁,ㅈ,0722d,爭
쟁,ㅈ,07319,猙
쟁,ㅈ,07424,琤
쟁,ㅈ,07b8f,箏
쟁,ㅈ,08acd,諍
쟁,ㅈ,0931a,錚
쟁,ㅈ,09397,鎗
저,ㅈ,03916,㤖
저,ㅈ,04f47,佇
저,ㅈ,04f4e,低
저,ㅈ,05132,儲
저,ㅈ,05480,咀
저,ㅈ,059d0,姐
저,ㅈ,05b81,宁
저,ㅈ,05ca8,岨
저,ㅈ,05e95,底
저,ㅈ,062b5,抵
저,ㅈ,06775,杵
저,ㅈ,0677c,杼
저,ㅈ,067e2,柢
저,ㅈ,0696e,楮
저,ㅈ,06a17,樗
저,ㅈ,06c10,氐
저,ㅈ,06cae,沮
저,ㅈ,06e1a,渚
저,ㅈ,06f74,潴
저,ㅈ,07026,瀦
저,ㅈ,07274,牴
저,ㅈ,072d9,狙
저,ㅈ,0732a,猪
저,ㅈ,075bd,疽
저,ㅈ,07bb8,箸
저,ㅈ,07d35,紵
저,ㅈ,07f5d,罝
저,ㅈ,07f9d,羝
저,ㅈ,082e7,苧
저,ㅈ,082f4,苴
저,ㅈ,083f9,菹
저,ㅈ,08457,著
저,ㅈ,085f7,藷
저,ㅈ,086c6,蛆
저,ㅈ,0889b,袛
저,ㅈ,0891a,褚
저,ㅈ,089dd,觝
저,ㅈ,08a46,詆
저,ㅈ,08a5b,詛
저,ㅈ,08a5d,詝
저,ㅈ,08caf,貯
저,ㅈ,08e87,躇
저,ㅈ,09019,這
저,ㅈ,090b8,邸
저,ㅈ,0967c,陼
저,ㅈ,096ce,雎
저,ㅈ,09f5f,齟
저,ㅈ,a01d1,򠇑
저,ㅈ,a01d2,򠇒
저,ㅈ,a01d3,򠇓
저,ㅈ,a01d4,򠇔
저,ㅈ,a0272,򠉲
저,ㅈ,a0293,򠊓
"덕,적",,03bd6,㯖
적,ㅈ,052e3,勣
적,ㅈ,0540a,吊
적,ㅈ,05547,啇
적,ㅈ,05ae1,嫡
적,ㅈ,05bc2,寂
적,ㅈ,06458,摘
적,ㅈ,06575,敵
적,ㅈ,06a00,樀
적,ㅈ,06ef4,滴
"자,적",,07099,炙
적,ㅈ,072c4,狄
적,ㅈ,07393,玓
적,ㅈ,07684,的
적,ㅈ,078e7,磧
적,ㅈ,07a4d,積
적,ㅈ,07b1b,笛
적,ㅈ,07c4d,籍
적,ㅈ,07cf4,糴
적,ㅈ,07e3e,績
적,ㅈ,07fdf,翟
적,ㅈ,0837b,荻
적,ㅈ,083c2,菂
적,ㅈ,089bf,覿
적,ㅈ,08b2b,謫
적,ㅈ,08cca,賊
적,ㅈ,08d64,赤
적,ㅈ,08de1,跡
적,ㅈ,08e5f,蹟
적,ㅈ,08fea,迪
적,ㅈ,08ff9,迹
적,ㅈ,09016,逖
적,ㅈ,09069,適
적,ㅈ,093d1,鏑
적,ㅈ,099b0,馰
적,ㅈ,a01d5,򠇕
전,ㅈ,04f43,佃
전,ㅈ,04f7a,佺
전,ㅈ,050b3,傳
전,ㅈ,05168,全
전,ㅈ,05178,典
"전,점",,051bf,冿
전,ㅈ,0524d,前
전,ㅈ,0526a,剪
전,ㅈ,0542e,吮
전,ㅈ,056c0,囀
"전,진",,05861,塡
전,ㅈ,0587c,塼
전,ㅈ,05960,奠
전,ㅈ,059fe,姾
전,ㅈ,05ae5,嫥
전,ㅈ,05c08,專
전,ㅈ,05c47,屇
전,ㅈ,05c55,展
전,ㅈ,05dd3,巓
전,ㅈ,05edb,廛
전,ㅈ,0609b,悛
전,ㅈ,06229,戩
전,ㅈ,06230,戰
전,ㅈ,063c3,揃
전,ㅈ,0640c,搌
전,ㅈ,06437,搷
전,ㅈ,065c3,旃
전,ㅈ,06718,朘
전,ㅈ,06813,栓
전,ㅈ,06834,栴
전,ㅈ,06a4f,橏
전,ㅈ,06bbf,殿
전,ㅈ,06c08,氈
"려,전",,06cb4,沴
전,ㅈ,06cba,沺
전,ㅈ,06e54,湔
전,ㅈ,06fb1,澱
전,ㅈ,06fb6,澶
전,ㅈ,0700d,瀍
전,ㅈ,0714e,煎
전,ㅈ,0724b,牋
전,ㅈ,07420,琠
전,ㅈ,07454,瑔
전,ㅈ,0750e,甎
전,ㅈ,07530,田
전,ㅈ,07538,甸
전,ㅈ,0754b,畋
전,ㅈ,07551,畑
전,ㅈ,075ca,痊
전,ㅈ,0765c,癜
전,ㅈ,07672,癲
전,ㅈ,078da,磚
"단,전",,07af1,竱
전,ㅈ,07b4c,筌
전,ㅈ,07b8b,箋
전,ㅈ,07bad,箭
전,ㅈ,07bc6,篆
전,ㅈ,07c5b,籛
전,ㅈ,07e8f,纏
전,ㅈ,07fb6,羶
전,ㅈ,07fe6,翦
전,ㅈ,08146,腆
전,ㅈ,0819e,膞
전,ㅈ,08343,荃
전,ㅈ,08a6e,詮
전,ㅈ,08cdf,賟
전,ㅈ,08e94,躔
전,ㅈ,08f07,輇
전,ㅈ,08f3e,輾
전,ㅈ,08f49,轉
전,ㅈ,09085,邅
전,ㅈ,0913d,鄽
전,ㅈ,0923f,鈿
전,ㅈ,09293,銓
전,ㅈ,092d1,鋑
전,ㅈ,09322,錢
전,ㅈ,0932a,錪
전,ㅈ,0942b,鐫
"전,준",,096cb,雋
전,ㅈ,096fb,電
전,ㅈ,0975b,靛
전,ㅈ,09766,靦
전,ㅈ,09853,顓
전,ㅈ,0985a,顚
전,ㅈ,0986b,顫
전,ㅈ,098e6,飦
전,ㅈ,0991e,餞
전,ㅈ,09930,餰
전,ㅈ,09b0b,鬋
전,ㅈ,09c63,鱣
전,ㅈ,09e07,鸇
전,ㅈ,a01d6,򠇖
"절,체",,04038,䀸
"절,체",,05207,切
"절,체",,05886,墆
절,ㅈ,05c8a,岊
절,ㅈ,0622a,截
절,ㅈ,06298,折
"절,제",,06662,晢
절,ㅈ,06d59,浙
절,ㅈ,07664,癤
절,ㅈ,07aca,竊
절,ㅈ,07bc0,節
절,ㅈ,07d55,絕
절,ㅈ,07d76,絶
점,ㅈ,04f54,佔
"전,점",,051bf,冿
점,ㅈ,05360,占
점,ㅈ,0576b,坫
점,ㅈ,0588a,墊
점,ㅈ,0594c,奌
점,ㅈ,05cbe,岾
점,ㅈ,05e97,店
점,ㅈ,06f38,漸
점,ㅈ,070b9,点
점,ㅈ,073b7,玷
점,ㅈ,07b18,笘
점,ㅈ,07c1f,簟
점,ㅈ,07c98,粘
점,ㅈ,082eb,苫
점,ㅈ,0852a,蔪
점,ㅈ,086c5,蛅
점,ㅈ,08998,覘
점,ㅈ,09711,霑
점,ㅈ,098ad,颭
점,ㅈ,09b8e,鮎
점,ㅈ,09ecf,黏
점,ㅈ,09ede,點
접,ㅈ,063a5,接
접,ㅈ,0647a,摺
접,ㅈ,06904,椄
접,ㅈ,0696a,楪
접,ㅈ,08728,蜨
접,ㅈ,08776,蝶
접,ㅈ,08dd5,跕
접,ㅈ,08e40,蹀
접,ㅈ,09c08,鰈
정,ㅈ,04107,䄇
정,ㅈ,04191,䆑
정,ㅈ,041b8,䆸
정,ㅈ,04e01,丁
정,ㅈ,04e95,井
정,ㅈ,04ead,亭
정,ㅈ,04ec3,仃
정,ㅈ,04f42,佂
정,ㅈ,04fb9,侹
정,ㅈ,0505c,停
정,ㅈ,05075,偵
정,ㅈ,051c8,凈
정,ㅈ,053ee,叮
정,ㅈ,05448,呈
정,ㅈ,05722,圢
정,ㅈ,057e9,埩
정,ㅈ,05975,奵
정,ㅈ,0598c,妌
정,ㅈ,059c3,姃
정,ㅈ,05a17,娗
"정,청",,05a67,婧
정,ㅈ,05a77,婷
정,ㅈ,05b9a,定
정,ㅈ,05bca,寊
정,ㅈ,05d49,嵉
정,ㅈ,05e40,幀
정,ㅈ,05ead,庭
정,ㅈ,05ef7,廷
정,ㅈ,05f81,征
정,ㅈ,06014,怔
정,ㅈ,060c5,情
정,ㅈ,06330,挰
정,ㅈ,0633a,挺
정,ㅈ,0639f,掟
정,ㅈ,063c1,揁
정,ㅈ,0653f,政
정,ㅈ,06574,整
정,ㅈ,065cc,旌
정,ㅈ,06676,晶
정,ㅈ,06678,晸
정,ㅈ,0673e,朾
정,ㅈ,067fe,柾
정,ㅈ,0686f,桯
정,ㅈ,06883,梃
정,ㅈ,068d6,棖
정,ㅈ,0695f,楟
정,ㅈ,06968,楨
정,ㅈ,06a89,檉
정,ㅈ,06b63,正
정,ㅈ,06c40,汀
정,ㅈ,06c6b,汫
정,ㅈ,06cdf,泟
정,ㅈ,06d8f,涏
정,ㅈ,06dc0,淀
정,ㅈ,06de8,淨
정,ㅈ,06e1f,渟
정,ㅈ,06e5e,湞
정,ㅈ,0701e,瀞
정,ㅈ,0706f,灯
정,ㅈ,070a1,炡
정,ㅈ,0738e,玎
정,ㅈ,073f5,珵
정,ㅈ,073fd,珽
정,ㅈ,0753a,町
정,ㅈ,07594,疔
정,ㅈ,076ef,盯
정,ㅈ,07710,眐
정,ㅈ,0775b,睛
정,ㅈ,077f4,矴
정,ㅈ,07887,碇
정,ㅈ,078a0,碠
정,ㅈ,0798e,禎
정,ㅈ,07a0b,程
정,ㅈ,07a7d,穽
정,ㅈ,07aeb,竫
정,ㅈ,07b73,筳
정,ㅈ,07cbe,精
정,ㅈ,07d8e,綎
정,ㅈ,08059,聙
"성,정",,080dc,胜
정,ㅈ,08247,艇
정,ㅈ,0839b,莛
정,ㅈ,08476,葶
정,ㅈ,08a02,訂
정,ㅈ,08a3c,証
정,ㅈ,08ada,諚
정,ㅈ,08aea,諪
정,ㅈ,08c9e,貞
정,ㅈ,08d6c,赬
정,ㅈ,09049,遉
정,ㅈ,0912d,鄭
정,ㅈ,0914a,酊
정,ㅈ,09172,酲
정,ㅈ,091d8,釘
정,ㅈ,09266,鉦
정,ㅈ,092cc,鋌
정,ㅈ,092e5,鋥
정,ㅈ,09320,錠
정,ㅈ,09637,阷
정,ㅈ,09706,霆
정,ㅈ,09756,靖
정,ㅈ,09758,靘
정,ㅈ,09759,静
정,ㅈ,0975a,靚
정,ㅈ,0975c,靜
정,ㅈ,09802,頂
정,ㅈ,09832,頲
정,ㅈ,09841,顁
정,ㅈ,09d0a,鴊
정,ㅈ,09f0e,鼎
정,ㅈ,294de,𩓞
정,ㅈ,a0106,򠄆
정,ㅈ,a0216,򠈖
정,ㅈ,f10e3,󱃣
제,ㅈ,04fe4,俤
제,ㅈ,05059,偙
제,ㅈ,050c0,僀
제,ㅈ,05115,儕
제,ㅈ,05236,制
제,ㅈ,05291,劑
제,ㅈ,0557c,啼
제,ㅈ,05824,堤
제,ㅈ,059fc,姼
제,ㅈ,05a23,娣
"시,제",,05a9e,媞
제,ㅈ,05e1d,帝
제,ㅈ,05f1f,弟
제,ㅈ,0608c,悌
제,ㅈ,063d0,提
제,ㅈ,064e0,擠
"절,제",,06662,晢
제,ㅈ,068af,梯
제,ㅈ,06ddb,淛
제,ㅈ,06e08,済
제,ㅈ,06e27,渧
제,ㅈ,06f08,漈
제,ㅈ,06fdf,濟
제,ㅈ,07318,猘
제,ㅈ,07445,瑅
제,ㅈ,07747,睇
"제,채",,0796d,祭
"시,제,지",,07994,禔
제,ㅈ,07a0a,稊
제,ㅈ,07b2c,第
제,ㅈ,07df9,緹
제,ㅈ,081cd,臍
제,ㅈ,082d0,苐
제,ㅈ,085ba,薺
제,ㅈ,088fd,製
제,ㅈ,08af8,諸
제,ㅈ,08e36,踶
제,ㅈ,08e44,蹄
제,ㅈ,08e4f,蹏
제,ㅈ,08e8b,躋
제,ㅈ,0918d,醍
제,ㅈ,09357,鍗
제,ㅈ,09664,除
제,ㅈ,09684,隄
제,ㅈ,0969b,際
